0.0619;0.0617;0.0583;0.0528;0.0566;0.0425;0.0344;0.0350;0.0305;0.0328;0.0341;0.0351;0.0340;0.0364;0.0348;0.0326;0.0353;0.0377;0.0395;0.0366;0.0416;0.0421;0.0398;0.0540
0.0596;0.0606;0.0566;0.0518;0.0547;0.0427;0.0361;0.0365;0.0326;0.0343;0.0348;0.0353;0.0345;0.0365;0.0353;0.0335;0.0357;0.0378;0.0392;0.0369;0.0409;0.0414;0.0400;0.0526
0.0559;0.0590;0.0538;0.0502;0.0518;0.0431;0.0388;0.0389;0.0359;0.0367;0.0360;0.0357;0.0352;0.0367;0.0362;0.0349;0.0364;0.0378;0.0389;0.0374;0.0397;0.0403;0.0403;0.0504
0.0492;0.0560;0.0488;0.0472;0.0465;0.0437;0.0437;0.0432;0.0420;0.0410;0.0381;0.0364;0.0366;0.0371;0.0377;0.0375;0.0376;0.0380;0.0382;0.0383;0.0377;0.0383;0.0408;0.0464
0.0562;0.0590;0.0551;0.0513;0.0480;0.0431;0.0429;0.0448;0.0427;0.0418;0.0353;0.0347;0.0348;0.0355;0.0356;0.0342;0.0349;0.0358;0.0356;0.0367;0.0365;0.0362;0.0390;0.0503
0.0655;0.0658;0.0605;0.0547;0.0477;0.0437;0.0404;0.0427;0.0401;0.0397;0.0352;0.0327;0.0341;0.0344;0.0346;0.0321;0.0335;0.0335;0.0343;0.0351;0.0354;0.0362;0.0392;0.0492
0.0661;0.0666;0.0699;0.0551;0.0518;0.0407;0.0382;0.0442;0.0470;0.0406;0.0286;0.0257;0.0286;0.0308;0.0355;0.0326;0.0339;0.0345;0.0352;0.0359;0.0363;0.0372;0.0391;0.0462
0.0679;0.0679;0.0679;0.0567;0.0646;0.0413;0.0353;0.0457;0.0405;0.0439;0.0238;0.0302;0.0249;0.0227;0.0275;0.0309;0.0303;0.0364;0.0421;0.0372;0.0369;0.0399;0.0386;0.0469
0.0718;0.0738;0.0651;0.0601;0.0653;0.0407;0.0331;0.0463;0.0436;0.0442;0.0200;0.0256;0.0215;0.0200;0.0276;0.0305;0.0301;0.0364;0.0430;0.0375;0.0375;0.0414;0.0393;0.0454
0.0762;0.0748;0.0673;0.0640;0.0673;0.0400;0.0305;0.0470;0.0470;0.0445;0.0157;0.0204;0.0176;0.0169;0.0277;0.0300;0.0299;0.0364;0.0439;0.0378;0.0382;0.0430;0.0402;0.0436
